"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SCO2.1",5.32874280153786e-58,1.11983380901885,0.352,0.084,7.30783787802903e-54,"CD14+ Mono","SCO2"
"MT-ND1.1",3.08923246836535e-57,0.696601445785539,0.98,0.94,4.23657340711624e-53,"CD14+ Mono","MT-ND1"
"CNPY3.1",5.89411923532723e-57,1.29724168756829,0.552,0.217,8.08319511932777e-53,"CD14+ Mono","CNPY3"
"C20orf24.1",3.20674025464437e-56,1.19207809598277,0.576,0.247,4.39772358521929e-52,"CD14+ Mono","C20orf24"
"ACTB.1",1.3051029139978e-55,0.514085882292536,0.996,0.99,1.78981813625659e-51,"CD14+ Mono","ACTB"
"HLA-DRB5.1",1.96335122642169e-55,0.91442209792221,0.666,0.277,2.6925398719147e-51,"CD14+ Mono","HLA-DRB5"
"FCGR2A.1",6.03986470023217e-55,1.22434078876104,0.257,0.045,8.2830704498984e-51,"CD14+ Mono","FCGR2A"
"FKBP1A.1",1.93601179900265e-54,1.03091276759024,0.719,0.405,2.65504658115224e-50,"CD14+ Mono","FKBP1A"
"TBXAS1.1",3.7733517314564e-53,0.960634449780929,0.314,0.071,5.17477456451931e-49,"CD14+ Mono","TBXAS1"
"HNMT",4.24225654726409e-53,0.753608182816056,0.177,0.017,5.81783062891797e-49,"CD14+ Mono","HNMT"
"MTMR11",5.30387362025627e-53,0.812945801569195,0.185,0.02,7.27373228281945e-49,"CD14+ Mono","MTMR11"
"C19orf59",6.64507727040542e-53,0.692890091978648,0.112,0.001,9.11305896863399e-49,"CD14+ Mono","C19orf59"
"RNASE6.1",9.87769304235733e-53,1.00105830887312,0.291,0.059,1.35462682382888e-48,"CD14+ Mono","RNASE6"
"RNASE2",1.89244491250669e-52,0.54849498531821,0.116,0.002,2.59529895301167e-48,"CD14+ Mono","RNASE2"
"PFDN5",2.72176719504293e-52,0.685879106962743,0.982,0.909,3.73263153128188e-48,"CD14+ Mono","PFDN5"
"ID1",6.06186600437233e-52,1.06611501632903,0.208,0.028,8.31324303839621e-48,"CD14+ Mono","ID1"
"G0S2",2.30558277847863e-51,1.54411082352249,0.222,0.034,3.16187622240559e-47,"CD14+ Mono","G0S2"
"CLEC7A",3.32817032567823e-51,0.854965359080342,0.22,0.033,4.56425278463513e-47,"CD14+ Mono","CLEC7A"
"STXBP2.1",4.75021810579974e-51,1.16657849952634,0.493,0.186,6.51444911029376e-47,"CD14+ Mono","STXBP2"
"EIF4A1.1",5.72425608948106e-51,0.928913252069234,0.831,0.645,7.85024480111432e-47,"CD14+ Mono","EIF4A1"
"C4orf48.1",7.4367415175055e-51,1.12902156546633,0.377,0.112,1.0198747317107e-46,"CD14+ Mono","C4orf48"
"PGLS.1",7.52125968347243e-51,1.03242481649828,0.56,0.238,1.03146555299141e-46,"CD14+ Mono","PGLS"
"HLA-DMA.1",1.33148011191697e-50,0.973342714809861,0.54,0.201,1.82599182548293e-46,"CD14+ Mono","HLA-DMA"
"GPBAR1",1.72640710777254e-49,0.940680186149921,0.212,0.032,2.36759470759926e-45,"CD14+ Mono","GPBAR1"
"GCA.1",1.97100713438554e-49,0.9999049305315,0.328,0.086,2.70303918409633e-45,"CD14+ Mono","GCA"
"ISG15.1",2.51235137958982e-49,1.17353177544351,0.697,0.391,3.44543868196948e-45,"CD14+ Mono","ISG15"
"OSCAR",5.05724061052898e-49,0.787207037785936,0.187,0.024,6.93549977327944e-45,"CD14+ Mono","OSCAR"
"IFNGR2.1",6.70997178427465e-49,1.17464037743995,0.371,0.108,9.20205530495425e-45,"CD14+ Mono","IFNGR2"
"CPPED1.1",1.80862786081097e-48,0.929054583758236,0.281,0.062,2.48035224831617e-44,"CD14+ Mono","CPPED1"
"CD300E",2.59451491973806e-48,0.872543350526941,0.204,0.03,3.55811776092878e-44,"CD14+ Mono","CD300E"
"C5AR1.1",3.72611507304088e-48,1.20214836545059,0.271,0.059,5.10999421116826e-44,"CD14+ Mono","C5AR1"
"CYBB.1",3.99410016898955e-48,1.02335229331951,0.287,0.066,5.47750897175227e-44,"CD14+ Mono","CYBB"
"RETN",4.69121645989625e-48,1.04543142468882,0.161,0.016,6.43353425310172e-44,"CD14+ Mono","RETN"
"RAB31",6.18012757357302e-48,0.905266534234966,0.181,0.023,8.47542695439803e-44,"CD14+ Mono","RAB31"
"CLEC12A",6.7495052579024e-48,0.704518485553192,0.151,0.013,9.25627151068735e-44,"CD14+ Mono","CLEC12A"
"ASAH1.1",9.54755978687053e-48,1.07052639956996,0.493,0.189,1.30935234917142e-43,"CD14+ Mono","ASAH1"
"PRAM1",3.6174727628353e-47,0.90203513452374,0.214,0.035,4.96100214695233e-43,"CD14+ Mono","PRAM1"
"FOSB.1",6.08176159351766e-47,1.05721990844433,0.715,0.434,8.34052784935012e-43,"CD14+ Mono","FOSB"
"SERPINB1.1",9.85876792075387e-47,1.22339880699068,0.611,0.306,1.35203143265219e-42,"CD14+ Mono","SERPINB1"
"LAMTOR4.1",1.25603537016682e-46,0.937484699535897,0.764,0.466,1.72252690664678e-42,"CD14+ Mono","LAMTOR4"
"AMICA1.1",8.19762345730767e-46,1.01767755712557,0.507,0.207,1.12422208093517e-41,"CD14+ Mono","AMICA1"
"FES",1.9061092573091e-45,0.719721502622854,0.167,0.019,2.6140382354737e-41,"CD14+ Mono","FES"
"CATSPER1",2.84942079051206e-45,0.691503530499907,0.141,0.011,3.90769567210824e-41,"CD14+ Mono","CATSPER1"
"ALDOA.1",3.33827478550271e-44,0.831291630584632,0.833,0.67,4.57811004083842e-40,"CD14+ Mono","ALDOA"
"CD302",4.61182035759807e-44,0.753775158528331,0.202,0.033,6.32465043840999e-40,"CD14+ Mono","CD302"
"RASSF4",6.9356573265077e-44,0.750717335998763,0.169,0.021,9.51156045757266e-40,"CD14+ Mono","RASSF4"
"PID1",1.68558707928436e-43,0.588886758745396,0.124,0.008,2.31161412053057e-39,"CD14+ Mono","PID1"
"CARS2",3.44280995084871e-43,0.942168882821087,0.236,0.048,4.72146956659392e-39,"CD14+ Mono","CARS2"
"H2AFY.1",4.66659470241683e-43,1.41595370544642,0.527,0.244,6.39976797489444e-39,"CD14+ Mono","H2AFY"
"LGALS9.1",1.09677661649462e-42,0.925781419785407,0.383,0.127,1.50411945186073e-38,"CD14+ Mono","LGALS9"
"JUND.1",1.12004858150187e-42,1.34474235039558,0.348,0.11,1.53603462467167e-38,"CD14+ Mono","JUND"
"GLRX.1",1.38048815002767e-42,1.10960910492046,0.617,0.317,1.89320144894795e-38,"CD14+ Mono","GLRX"
"ATP6V1F.1",2.36803603496275e-42,1.17017867451673,0.611,0.317,3.24752461834791e-38,"CD14+ Mono","ATP6V1F"
"SULT1A1",3.20914492136696e-42,0.841351040565641,0.193,0.032,4.40102134516264e-38,"CD14+ Mono","SULT1A1"
"CREG1",4.44116386258013e-42,0.825323061180228,0.21,0.038,6.09061212114239e-38,"CD14+ Mono","CREG1"
"NCF1.1",1.02309535277475e-41,1.10668495098527,0.369,0.12,1.4030729667953e-37,"CD14+ Mono","NCF1"
"RP11-290F20.3.1",2.05898686633702e-41,0.813952566417205,0.291,0.074,2.82369458849459e-37,"CD14+ Mono","RP11-290F20.3"
"LRRC25.1",9.58403358191571e-41,0.81902712199746,0.265,0.064,1.31435436542392e-36,"CD14+ Mono","LRRC25"
"C10orf54.1",1.66532219230544e-40,0.918893600964469,0.601,0.319,2.28382285452767e-36,"CD14+ Mono","C10orf54"
"DUSP6.1",2.71118383596241e-40,0.852453797853923,0.246,0.057,3.71811751263884e-36,"CD14+ Mono","DUSP6"
"VAMP8.1",5.93192603042019e-40,0.721398285539605,0.707,0.459,8.13504335811825e-36,"CD14+ Mono","VAMP8"
"HLA-DPA1.1",6.05843318559478e-40,0.777443334632424,0.756,0.432,8.30853527072468e-36,"CD14+ Mono","HLA-DPA1"
"FAM26F.1",3.30364455322517e-39,0.8802802744233,0.456,0.175,4.530618140293e-35,"CD14+ Mono","FAM26F"
"RHOB.1",3.51637852851358e-39,1.07827678679942,0.301,0.09,4.82236151400352e-35,"CD14+ Mono","RHOB"
"FCGR1B",4.21139064105906e-39,0.580686113972499,0.102,0.005,5.77550112514839e-35,"CD14+ Mono","FCGR1B"
"BID.1",7.26914741732273e-39,0.941978805938285,0.422,0.157,9.96890876811639e-35,"CD14+ Mono","BID"
"TCEB2.1",8.83409172234655e-39,0.947636921112838,0.711,0.438,1.21150733880261e-34,"CD14+ Mono","TCEB2"
"SLC31A2.1",2.23920968547825e-38,0.763751197948346,0.236,0.055,3.07085216266488e-34,"CD14+ Mono","SLC31A2"
"ZNF467",2.25667838932584e-38,0.532708662693577,0.132,0.014,3.09480874312146e-34,"CD14+ Mono","ZNF467"
"MYL6.1",9.99327980885473e-38,0.641614041736858,0.939,0.83,1.37047839298634e-33,"CD14+ Mono","MYL6"
"CD1D",1.66745625767766e-37,0.759902773742789,0.171,0.028,2.28674951177914e-33,"CD14+ Mono","CD1D"
"SAT2.1",1.80763176532853e-37,1.13428738487666,0.363,0.127,2.47898620297154e-33,"CD14+ Mono","SAT2"
"TMEM176A",1.92455354571256e-37,0.542298615670533,0.108,0.007,2.6393327325902e-33,"CD14+ Mono","TMEM176A"
"SMARCD3",2.0947028626636e-37,0.834177906249726,0.106,0.007,2.87267550585686e-33,"CD14+ Mono","SMARCD3"
"PYGL",2.58110190441546e-37,0.621904430836143,0.138,0.016,3.53972315171536e-33,"CD14+ Mono","PYGL"
"GLIPR2.1",3.3064504475295e-37,0.931643099993176,0.436,0.174,4.53446614374196e-33,"CD14+ Mono","GLIPR2"
"SLC43A2",3.53369127348737e-37,0.637401230718788,0.145,0.019,4.84610421246058e-33,"CD14+ Mono","SLC43A2"
"LY6E.1",3.91348770374745e-37,0.765122591735611,0.827,0.628,5.36695703691926e-33,"CD14+ Mono","LY6E"
"MIR24-2.1",4.39516379599645e-37,0.983753837190234,0.269,0.074,6.02752762982953e-33,"CD14+ Mono","MIR24-2"
"CSF2RA",5.12224438157632e-37,0.5810363849378,0.124,0.012,7.02464594489377e-33,"CD14+ Mono","CSF2RA"
"CARD16.1",6.43876595706261e-37,0.932619987175753,0.513,0.236,8.83012363351566e-33,"CD14+ Mono","CARD16"
"GSTO1.1",2.30714758400808e-36,0.90676357353746,0.503,0.242,3.16402219670869e-32,"CD14+ Mono","GSTO1"
"CECR1.1",5.97242590635103e-35,0.748251497314026,0.263,0.072,8.1905848879698e-31,"CD14+ Mono","CECR1"
"RHOG.1",6.42571534869956e-35,0.973008858356157,0.619,0.339,8.81222602920657e-31,"CD14+ Mono","RHOG"
"CLTA.1",9.53412445382427e-35,0.901663659751616,0.505,0.241,1.30750982759746e-30,"CD14+ Mono","CLTA"
"TREM1",9.57546279738926e-34,0.658184768027116,0.114,0.011,1.31317896803396e-29,"CD14+ Mono","TREM1"
"CLEC4A",1.17125970269784e-33,0.596447590965586,0.122,0.014,1.60626555627982e-29,"CD14+ Mono","CLEC4A"
"LAMTOR1.1",1.48553842606058e-33,0.703782857218527,0.566,0.294,2.03726739749948e-29,"CD14+ Mono","LAMTOR1"
"TMEM205.1",1.56094938744669e-33,0.946486433292384,0.267,0.078,2.14068598994439e-29,"CD14+ Mono","TMEM205"
"TPI1.1",2.31684088762077e-33,0.774404525392431,0.709,0.459,3.17731559328312e-29,"CD14+ Mono","TPI1"
"SCPEP1.1",4.04707435512387e-33,1.02332296752877,0.301,0.097,5.55015777061688e-29,"CD14+ Mono","SCPEP1"
"ATF3",5.39452026750518e-33,0.68649598694397,0.175,0.034,7.3980450948566e-29,"CD14+ Mono","ATF3"
"DYNLT1.1",1.00178328461577e-32,0.832816143751213,0.381,0.148,1.37384559652207e-28,"CD14+ Mono","DYNLT1"
"HLA-DPB1.1",1.53398434545212e-32,0.553269843355196,0.745,0.463,2.10370613135303e-28,"CD14+ Mono","HLA-DPB1"
"EFHD2.1",1.83013535907123e-32,0.84842986920641,0.385,0.151,2.50984763143029e-28,"CD14+ Mono","EFHD2"
"C20orf27.1",3.11535459619427e-32,1.04754752637417,0.287,0.093,4.27239729322082e-28,"CD14+ Mono","C20orf27"
"BNIP3L.1",3.65244566587112e-32,0.897867956832788,0.34,0.125,5.00896398617565e-28,"CD14+ Mono","BNIP3L"
"APOBEC3B",4.65226617654138e-32,0.906654081729206,0.128,0.017,6.38011783450884e-28,"CD14+ Mono","APOBEC3B"
"ARHGEF40",6.31062244602859e-32,0.75778302526531,0.163,0.031,8.6543876224836e-28,"CD14+ Mono","ARHGEF40"
"ANXA5.1",1.0737351419103e-31,0.935874139332387,0.515,0.258,1.47252037361578e-27,"CD14+ Mono","ANXA5"
"GNAI2.1",1.15047839879137e-31,0.913107109362518,0.418,0.187,1.57776607610249e-27,"CD14+ Mono","GNAI2"
"PTPRE.1",1.99718053329141e-31,0.859553738942372,0.22,0.058,2.73893338335584e-27,"CD14+ Mono","PTPRE"
"CD63.1",3.68563172047413e-31,0.794177334331273,0.556,0.297,5.05447534145823e-27,"CD14+ Mono","CD63"
"ZFP36.1",5.80198407720893e-31,0.70908786390911,0.837,0.67,7.95684096348433e-27,"CD14+ Mono","ZFP36"
"ITGAM",2.40906588895227e-30,0.55629751974247,0.136,0.021,3.30379296010915e-26,"CD14+ Mono","ITGAM"
"GPX4.1",3.23520596574587e-30,0.81250085007538,0.721,0.5,4.43676146142389e-26,"CD14+ Mono","GPX4"
"GRINA.1",4.7210218093236e-30,0.837198612411988,0.238,0.07,6.47440930930638e-26,"CD14+ Mono","GRINA"
"RAB34",1.93650662366169e-29,0.535853777388954,0.134,0.022,2.65572518368964e-25,"CD14+ Mono","RAB34"
"NFE2",2.94902955708298e-29,0.543001757363145,0.104,0.011,4.0442991345836e-25,"CD14+ Mono","NFE2"
"LILRB4",4.88086793081437e-29,0.653075124836111,0.151,0.029,6.69362228031882e-25,"CD14+ Mono","LILRB4"
"LILRB2.1",5.51153674857786e-29,0.743013232551835,0.234,0.069,7.55852149699968e-25,"CD14+ Mono","LILRB2"
"SOD2.1",7.65197217474701e-29,0.965317306526021,0.377,0.162,1.0493914640448e-24,"CD14+ Mono","SOD2"
"THEMIS2.1",8.12420789297348e-29,0.845249769487137,0.261,0.085,1.11415387044238e-24,"CD14+ Mono","THEMIS2"
"FBP1",8.76057501519107e-29,0.631939481034314,0.169,0.037,1.2014252575833e-24,"CD14+ Mono","FBP1"
"ATP6V0D1.1",1.13584300966573e-28,0.831826249490052,0.342,0.137,1.55769510345558e-24,"CD14+ Mono","ATP6V0D1"
"NOP10.1",4.65228483095223e-28,0.897919933776919,0.489,0.252,6.38014341716789e-24,"CD14+ Mono","NOP10"
"HEBP1",7.77173967114502e-28,0.619351360557022,0.177,0.042,1.06581637850083e-23,"CD14+ Mono","HEBP1"
"GAS7",9.19365026647951e-28,0.586017606700211,0.122,0.019,1.260817197545e-23,"CD14+ Mono","GAS7"
"TIMM13.1",1.41054273366834e-27,0.765347055860966,0.385,0.168,1.93441830495276e-23,"CD14+ Mono","TIMM13"
"ATOX1.1",1.64583490718629e-27,0.744236204447577,0.261,0.087,2.25709799171527e-23,"CD14+ Mono","ATOX1"
"ARRB2.1",2.4581888134802e-27,1.10181410216908,0.442,0.214,3.37116013880675e-23,"CD14+ Mono","ARRB2"
"PTAFR",3.08302437439797e-27,0.597899179851768,0.102,0.012,4.22805962704938e-23,"CD14+ Mono","PTAFR"
"FUOM",3.55696025664829e-27,0.617453880951542,0.181,0.044,4.87801529596747e-23,"CD14+ Mono","FUOM"
"SLC25A5.1",5.04859748907298e-27,0.84295147395775,0.688,0.463,6.92364659651469e-23,"CD14+ Mono","SLC25A5"
"SERP1.1",1.71663522303618e-26,0.595317584499809,0.735,0.509,2.35419354487182e-22,"CD14+ Mono","SERP1"
"GLUL.1",4.60788579183272e-26,0.772441674447661,0.259,0.091,6.31925457491939e-22,"CD14+ Mono","GLUL"
"NUDT16",6.19832265149434e-26,0.766195502262371,0.189,0.052,8.50037968425934e-22,"CD14+ Mono","NUDT16"
"CDKN1A",1.15934007924451e-25,0.672357298363827,0.179,0.046,1.58991898467593e-21,"CD14+ Mono","CDKN1A"
"CD300LF",1.19329290010716e-25,0.654921405204452,0.159,0.038,1.63648188320696e-21,"CD14+ Mono","CD300LF"
"MS4A7.1",1.35877032728843e-25,0.517337445091149,0.259,0.085,1.86341762684336e-21,"CD14+ Mono","MS4A7"
"IL17RA",1.54307118967537e-25,0.660490738914211,0.143,0.029,2.1161678295208e-21,"CD14+ Mono","IL17RA"
"WDR83OS.1",1.63394109091505e-25,0.740040984650934,0.532,0.304,2.24078681208091e-21,"CD14+ Mono","WDR83OS"
"ENTPD1",1.76899143532413e-25,0.668814182548,0.134,0.026,2.42599485440351e-21,"CD14+ Mono","ENTPD1"
"LAMTOR2.1",2.33600828725859e-25,0.773188967559296,0.391,0.185,3.20360176514643e-21,"CD14+ Mono","LAMTOR2"
"SCIMP.1",2.48166773129263e-25,0.62003346414372,0.196,0.055,3.40335912669471e-21,"CD14+ Mono","SCIMP"
"RXRA",2.74162140314174e-25,0.601576942616899,0.151,0.033,3.75985959226858e-21,"CD14+ Mono","RXRA"
"LILRB3",2.81996247114388e-25,0.538115046967084,0.128,0.024,3.86729653292671e-21,"CD14+ Mono","LILRB3"
"SUPT4H1.1",3.01371653928923e-25,0.797729924567473,0.468,0.248,4.13301086198125e-21,"CD14+ Mono","SUPT4H1"
"NAGK.1",3.62051746048049e-25,0.803684499294287,0.259,0.094,4.96517764530294e-21,"CD14+ Mono","NAGK"
"H3F3A.1",5.2600425305909e-25,0.711602877434947,0.574,0.34,7.21362232645236e-21,"CD14+ Mono","H3F3A"
"ZNF385A",1.32197446414326e-24,0.55653738375426,0.138,0.029,1.81295578012606e-20,"CD14+ Mono","ZNF385A"
"YBX3.1",1.41200131948338e-24,0.674435965626071,0.232,0.075,1.93641860953951e-20,"CD14+ Mono","YBX3"
"CSTB.1",2.5461389763918e-24,0.743715749359449,0.552,0.325,3.49177499222372e-20,"CD14+ Mono","CSTB"
"COMT.1",2.86844200619733e-24,0.759150299369716,0.303,0.123,3.93378136729902e-20,"CD14+ Mono","COMT"
"CD4.1",3.40355256253928e-24,0.816185460091514,0.246,0.087,4.66763198426636e-20,"CD14+ Mono","CD4"
"MT2A.1",3.58626668438935e-24,0.761133345016831,0.497,0.275,4.91820613097156e-20,"CD14+ Mono","MT2A"
"NDUFS7.1",4.65606369184018e-24,0.837778508367149,0.47,0.249,6.38532574698963e-20,"CD14+ Mono","NDUFS7"
"CRTAP",5.48022174441695e-24,0.508576052701663,0.185,0.052,7.5155761002934e-20,"CD14+ Mono","CRTAP"
"NAPRT1.1",6.16753803939144e-24,0.915590226780489,0.257,0.095,8.45816166722142e-20,"CD14+ Mono","NAPRT1"
"COX6B1.1",6.56605694885446e-24,0.637269522903582,0.731,0.534,9.00469049965901e-20,"CD14+ Mono","COX6B1"
"HSBP1.1",1.01296979184341e-23,0.686294436189968,0.312,0.127,1.38918677253405e-19,"CD14+ Mono","HSBP1"
"SAMHD1.1",1.17326507837035e-23,0.954048129236672,0.405,0.206,1.6090157284771e-19,"CD14+ Mono","SAMHD1"
"MSRB2",1.57600523971954e-23,0.647661125338839,0.155,0.038,2.16133358575138e-19,"CD14+ Mono","MSRB2"
"NINJ1.1",2.15540891745451e-23,0.724687501229389,0.301,0.121,2.95592778939712e-19,"CD14+ Mono","NINJ1"
"POLE4.1",2.26150898571344e-23,0.772340281825962,0.346,0.157,3.10143342300742e-19,"CD14+ Mono","POLE4"
"NDUFA11.1",2.41186521711868e-23,0.778916626615831,0.587,0.369,3.30763195875656e-19,"CD14+ Mono","NDUFA11"
"BRK1.1",2.93322815219745e-23,0.555589868699573,0.717,0.51,4.02262908792358e-19,"CD14+ Mono","BRK1"
"OAZ2.1",3.4040527647248e-23,0.808989990835088,0.314,0.129,4.66831796154359e-19,"CD14+ Mono","OAZ2"
"ZYX.1",4.50998544477807e-23,0.596530034052326,0.293,0.117,6.18499403896865e-19,"CD14+ Mono","ZYX"
"TNFSF10.1",4.77822968156623e-23,0.813712140482485,0.377,0.177,6.55286418529993e-19,"CD14+ Mono","TNFSF10"
"BST2.1",8.85414450698098e-23,0.73053455094294,0.627,0.406,1.21425737768737e-18,"CD14+ Mono","BST2"
"SGK1",9.92143832835632e-23,0.651755960990867,0.122,0.024,1.36062605235079e-18,"CD14+ Mono","SGK1"
"SYK.1",1.94262225074487e-22,0.606573833907682,0.185,0.055,2.66411215467152e-18,"CD14+ Mono","SYK"
"KYNU",6.658076000429e-22,0.515226252780085,0.134,0.031,9.13088542698833e-18,"CD14+ Mono","KYNU"
"PLIN3",7.42226500670796e-22,0.600682582928047,0.155,0.041,1.01788942301993e-17,"CD14+ Mono","PLIN3"
"NCF4",2.79386846334586e-21,0.62308217095938,0.157,0.043,3.83151121063252e-17,"CD14+ Mono","NCF4"
"IER3",3.83934327638834e-21,0.605950249846667,0.1,0.017,5.26527536923897e-17,"CD14+ Mono","IER3"
"WARS.1",5.71147871604258e-21,0.71541231793692,0.265,0.106,7.8327219111808e-17,"CD14+ Mono","WARS"
"LTB4R",5.81992440439772e-21,0.543957482766704,0.112,0.022,7.98144432819103e-17,"CD14+ Mono","LTB4R"
"DHRS4L2.1",6.37051778454035e-21,0.708545884270849,0.242,0.092,8.73652808971864e-17,"CD14+ Mono","DHRS4L2"
"NR4A1.1",9.16627929476667e-21,0.610481790889868,0.226,0.081,1.2570635424843e-16,"CD14+ Mono","NR4A1"
"CD86",1.56561446017585e-20,0.536457304728903,0.143,0.037,2.14708367068517e-16,"CD14+ Mono","CD86"
"C15orf39",1.62977378316841e-20,0.532753059052897,0.136,0.034,2.23507176623716e-16,"CD14+ Mono","C15orf39"
"ITGB2.1",1.70676974676144e-20,0.525613385432436,0.646,0.428,2.34066403070864e-16,"CD14+ Mono","ITGB2"
"UBE2D1.1",2.81115332530588e-20,0.894426542940872,0.22,0.08,3.85521567032449e-16,"CD14+ Mono","UBE2D1"
"MBOAT7",3.35057295980879e-20,0.540501852456715,0.138,0.035,4.59497575708177e-16,"CD14+ Mono","MBOAT7"
"CD300C",3.46670970927467e-20,0.520714991797598,0.128,0.031,4.75424569529928e-16,"CD14+ Mono","CD300C"
"CASP1.1",3.6150143524764e-20,0.708798280072043,0.436,0.234,4.95763068298614e-16,"CD14+ Mono","CASP1"
"RHOA.1",4.57977118440121e-20,0.562758213912324,0.695,0.531,6.28069820228781e-16,"CD14+ Mono","RHOA"
"CAMK1",5.97702835948372e-20,0.573125082258741,0.147,0.04,8.19689669219598e-16,"CD14+ Mono","CAMK1"
"ATP5D",7.69850205079137e-20,0.542008008067895,0.686,0.508,1.05577257124553e-15,"CD14+ Mono","ATP5D"
"MIDN.1",8.2884855626797e-20,0.59607298554329,0.222,0.081,1.13668291006589e-15,"CD14+ Mono","MIDN"
"POLR2L.1",1.7564052579004e-19,0.676002813869763,0.523,0.321,2.4087341706846e-15,"CD14+ Mono","POLR2L"
"OSM",2.56030473704628e-19,0.590840086073786,0.104,0.021,3.51120191638527e-15,"CD14+ Mono","OSM"
"LYL1.1",3.54998961709993e-19,0.580942114676632,0.232,0.09,4.86845576089084e-15,"CD14+ Mono","LYL1"
"COX8A.1",3.95510340572783e-19,0.640399810867178,0.548,0.348,5.42402881061515e-15,"CD14+ Mono","COX8A"
"CAPNS1.1",1.03676369280068e-18,0.635244311787784,0.246,0.102,1.42181772830685e-14,"CD14+ Mono","CAPNS1"
"PKM.1",1.07458317102534e-18,0.594267085111934,0.589,0.384,1.47368336074415e-14,"CD14+ Mono","PKM"
"UBXN11",1.12780303718374e-18,0.559907495547086,0.175,0.057,1.54666908519378e-14,"CD14+ Mono","UBXN11"
"HIGD2A.1",1.77465251939032e-18,0.638864255610446,0.642,0.457,2.43375846509189e-14,"CD14+ Mono","HIGD2A"
"RILPL2.1",1.83385787121064e-18,0.850042975148352,0.324,0.158,2.51495268457827e-14,"CD14+ Mono","RILPL2"
"SDCBP.1",2.01638962751774e-18,0.67178633896064,0.397,0.21,2.76527673517782e-14,"CD14+ Mono","SDCBP"
"RAB24.1",2.32618929637708e-18,0.627876778717584,0.198,0.072,3.19013600105153e-14,"CD14+ Mono","RAB24"
"POU2F2.1",3.21922960377162e-18,0.716292175063613,0.283,0.129,4.4148514786124e-14,"CD14+ Mono","POU2F2"
"TREX1.1",5.65920768437246e-18,0.518799127117261,0.236,0.096,7.7610374183484e-14,"CD14+ Mono","TREX1"
"LACTB",6.59460687589961e-18,0.519796809121885,0.167,0.054,9.04384386960873e-14,"CD14+ Mono","LACTB"
"EMP3.1",1.07218624883462e-17,0.579890382666245,0.823,0.711,1.4703962216518e-13,"CD14+ Mono","EMP3"
"RNH1.1",1.16678299173777e-17,0.605159989828147,0.46,0.271,1.60012619486918e-13,"CD14+ Mono","RNH1"
"PDXK",1.25536572234112e-17,0.608825530051236,0.151,0.047,1.72160855161861e-13,"CD14+ Mono","PDXK"
"TNFRSF1B.1",1.27776494480717e-17,0.897951160707561,0.259,0.114,1.75232684530855e-13,"CD14+ Mono","TNFRSF1B"
"LILRA3",1.32472366122348e-17,0.512833116020013,0.143,0.042,1.81672602900188e-13,"CD14+ Mono","LILRA3"
"GLIPR1.1",1.6934071876892e-17,0.606553249174663,0.344,0.174,2.32233861719697e-13,"CD14+ Mono","GLIPR1"
"TMEM219.1",1.8728812718889e-17,1.1366560822864,0.42,0.24,2.56846937626844e-13,"CD14+ Mono","TMEM219"
"NDUFS6.1",1.89675311796403e-17,0.603920780658792,0.371,0.198,2.60120722597587e-13,"CD14+ Mono","NDUFS6"
"CSF1R",2.54970528114039e-17,0.512720101163049,0.159,0.051,3.49666582255593e-13,"CD14+ Mono","CSF1R"
"SEC11A.1",3.03365131834415e-17,0.729771540128862,0.483,0.293,4.16034941797717e-13,"CD14+ Mono","SEC11A"
"LYST.1",3.78917617228068e-17,0.600773811135882,0.236,0.098,5.19647620266573e-13,"CD14+ Mono","LYST"
"SERPINB6.1",7.00094231728186e-17,0.612136132125219,0.324,0.163,9.60109229392034e-13,"CD14+ Mono","SERPINB6"
"PPIF",1.04045389926585e-16,0.533040585725147,0.112,0.028,1.42687847745319e-12,"CD14+ Mono","PPIF"
"STX10.1",1.68578007714643e-16,0.682663667078461,0.265,0.12,2.31187879779861e-12,"CD14+ Mono","STX10"
"NDUFB1",2.07367613694189e-16,0.615582202050941,0.305,0.151,2.8438394542021e-12,"CD14+ Mono","NDUFB1"
"UQCRFS1.1",2.67513915527115e-16,0.584948078167308,0.434,0.253,3.66868583753885e-12,"CD14+ Mono","UQCRFS1"
"NBPF10",3.17378266513975e-16,0.533881518789106,0.157,0.053,4.35252554697266e-12,"CD14+ Mono","NBPF10"
"SLC16A3",4.86720348727253e-16,0.656329697355652,0.157,0.053,6.67488286244554e-12,"CD14+ Mono","SLC16A3"
"PAK1",5.88860198020156e-16,0.51131685371526,0.124,0.036,8.07562875564841e-12,"CD14+ Mono","PAK1"
"UQCRC1.1",6.20848353858407e-16,0.72296856259255,0.312,0.157,8.5143143248142e-12,"CD14+ Mono","UQCRC1"
